id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
805224185442352234,Austin Resort ~ 1 Bedroom Deluxe,243470944,Resort Stay,,78701,30.272746620191082,-97.74832509913465,Entire home/apt,,2,1,2024-04-07,0.41,18,0,1,
805278912862400792,4BR/3BH Private Pool: 5M Airport & F1 & 2500 Sq.ft,45911172,Jess,,78744,30.1709818978599,-97.69668796783336,Entire home/apt,,3,7,2024-04-07,0.52,3,1,4,
805621771819524590,Full Bedroom D w Private Bathroom in 1679,438915596,Nikolina,,78752,30.334835880122963,-97.69815633888807,Private room,105,30,0,,,27,96,0,
805780761439674454,"3 bdrm, private sauna + cold plunge!",138934509,Sarah,,78704,30.231686017615665,-97.76994910321616,Entire home/apt,,1,21,2024-04-09,1.28,1,0,10,
805802298548639976,Modern 4br +Office South Austin,2134237,Samantha,,78748,30.1820712,-97.7945044,Entire home/apt,380,30,5,2024-02-04,0.37,1,153,3,
805804750165070338,Spacious 4 Bed/3 Bath House w/Garage *Location*,5529724,Michael & Deborah,,78704,30.249117426875177,-97.7572426191537,Entire home/apt,277,3,17,2024-05-12,1.17,3,167,13,
805871922339129300,Austin Resort ~ 2 Bedroom Deluxe,243470944,Resort Stay,,78701,30.2716423,-97.747547,Entire home/apt,,2,3,2024-05-26,0.42,18,0,3,
805900214881885114,Dolly Vibes! Central ATX Queen 1B+Sofa Bed+Parkin,428082822,Sara,,78704,30.2256166,-97.7554003,Entire home/apt,87,2,43,2024-06-03,2.55,21,335,26,
805941705321514111,Bright & Airy SoCo Retreat ~ Queen Bed ~ Parking!,428082822,Sara,,78704,30.225171033020835,-97.75650266219202,Entire home/apt,80,2,39,2024-05-20,2.28,21,335,24,
805956460207907353,Austin Resort ~ 2 Bedroom Deluxe,243470944,Resort Stay,,78701,30.27191,-97.74655,Entire home/apt,,2,0,,,18,0,0,
806041652063083584,Waterfront Property,118826569,Lee,,78746,30.3209617,-97.77877529999999,Entire home/apt,182,2,1,2024-03-21,0.33,1,107,1,
806050451279806229,Beautiful 3/2 home in the heart of Austin!,496264882,Adam,,78722,30.290677683935336,-97.70991536495562,Entire home/apt,175,2,6,2023-05-28,0.40,1,361,0,
806499356867210530,2 Brdm Loft in Downtown Austin,9392285,Kristen,,78701,30.2716228,-97.7473996,Private room,,5,0,,,1,0,0,
806552864038023441,Enjoy SXSW from this stylish resort,455232476,Lynn,,78701,30.2716228,-97.7473996,Entire home/apt,391,4,0,,,1,8,0,
806622108345950198,Gorgeous Top Floor Flat for SXSW (plus pool),210835,Nell,,78721,30.261457402144384,-97.69416930948778,Entire home/apt,545,4,0,,,1,173,0,
806748269006489429,Private/Gated 4BR/4BA Home Away From Home Near DT,477499127,Drew,,78741,30.235170310477148,-97.71095490379203,Entire home/apt,128,1,62,2024-06-02,3.67,9,331,45,
806772167966196086,3br/1ba 1930s “Jungalow” in Central Austin!,20370522,Rachel,,78751,30.306353957041175,-97.71398752009767,Entire home/apt,,3,5,2024-01-02,0.51,1,0,5,
806775540080152613,Quiet Private Room near Downtown,46890863,Charles,,78747,30.150189170178628,-97.74022781142145,Private room,113,2,1,2023-10-23,0.13,1,361,1,
806803784829308160,Cozy home with beautiful view,496673368,Sara,,78759,30.40239859999999,-97.760961,Entire home/apt,200,2,8,2024-06-02,0.52,1,87,3,
806811496688059056,*New* Views | Pool | Hot Tub | Pool Table | Fire Pit | 16 Queen Beds,152608759,Tracey,,78737,30.19792,-97.93367,Entire home/apt,1604,1,16,2024-05-19,0.94,16,308,8,
806812390374821556,Cozy and Central Austin Cottage.,224519624,Steef,,78751,30.31855,-97.72257,Entire home/apt,130,1,126,2024-06-02,7.64,1,83,87,
806841134015315979,Artistic and cozy home,34866050,Mailande,,78723,30.31707,-97.6935,Private room,94,30,0,,,1,263,0,
806861902255154237,"Landing | Amazing 1BD, Pool, Rooftop Lounge",263502162,Landing,,78704,30.239660283270705,-97.78731778945199,Entire home/apt,99,30,0,,,56,362,0,
806973616384430809,Austin Studio w/ Full Kitchen,240078487,Steven,,78701,30.272184294437093,-97.74741784756777,Entire home/apt,182,2,2,2024-03-12,0.24,9,69,2,
807060623127359731,Cozy Condo in Central Austin,15496715,Esther,,78705,30.3016579,-97.74194609999999,Entire home/apt,113,2,60,2024-06-17,3.60,1,144,36,
807163355662802523,The Red House,47067559,Don And Katie,,78737,30.203652830835836,-97.93824449206541,Entire home/apt,111,2,26,2024-05-26,1.61,1,146,18,
807246136046317306,East Austin Get Away,18408575,Nicolas,,78721,30.27097579995283,-97.69496567412122,Entire home/apt,575,3,2,2023-10-16,0.19,7,332,2,
807327331025039638,Downtown Bliss: Modern 4-Bedroom Retreat w/Hot Tub,461521204,Sbm,,78721,30.28420616913665,-97.68554014478045,Entire home/apt,398,1,75,2024-05-31,4.35,28,230,45,
807335738186031717,Luxury South Austin Sanctuary,60120807,Travis,,78749,30.2085539,-97.8472231,Private room,75,1,3,2023-03-19,0.19,1,364,0,
807411016458315041,ATX Modern - Charm,142901534,Eddie,,78704,30.25101097737143,-97.78630045876453,Entire home/apt,195,2,9,2024-05-14,1.15,5,137,9,
807859544898153354,Bright Modern Studio,8815174,Kim,,78753,30.35422381471685,-97.70123280645346,Entire home/apt,,10,9,2023-07-30,0.53,4,0,1,
807875612523830584,"Westlake Home  w/ Private Pool, A Backyard Oasis",404406326,Jennifer Nelson,,78746,30.28508091721763,-97.84352714055923,Entire home/apt,578,3,9,2024-06-17,0.74,1,267,9,
808052974705433462,The Bunkhouse-Horses/Pool/Fire Pit/Billards,271096078,Paige,,78737,30.22294,-98.00214,Entire home/apt,226,2,22,2024-06-09,1.99,1,141,22,
808738545331568513,Stylish Natiivo I Modern 1-BR Apt in Austin,407710536,Oasis,,78701,30.25530851363906,-97.73778868666449,Entire home/apt,149,7,17,2024-04-22,1.02,3,85,7,
808775559060497185,Downtown Austin apartment,55908688,Liz,,78701,30.27194,-97.74857,Entire home/apt,185,5,0,,,1,15,0,
808988216041026077,Oasis Cottage! Steps to Lake Travis! Tesla Ready!,349831766,Phillip,,78732,30.41551,-97.89088,Entire home/apt,189,2,5,2024-06-16,1.90,1,163,5,
809332771622960915,Luxury Home w/ Pool+Outdoor TV |10 Min to Downtown,3323899,"Lindsey, Sean, And Baby J",,78745,30.211549201997663,-97.77417388595454,Entire home/apt,496,2,27,2024-05-27,1.80,7,213,20,
809349061918913385,SOCO OASIS | The Perfect Location | Free Pkg,513841947,Alex,,78704,30.256728,-97.747824,Entire home/apt,66,1,71,2024-06-02,4.20,14,0,47,
809359038670980042,"Austin, TX - Austin 1 Bedroom Deluxe",373307437,Deena,,78701,30.270440817885174,-97.74849290007754,Private room,279,2,1,2023-05-07,0.07,7,174,0,
809359124314189678,"Austin, TX - Austin Studio Presidential",373307437,Deena,,78701,30.27235674986004,-97.74701007974721,Private room,,1,0,,,7,165,0,
809364234808124672,SOCO Industrial Oasis | Perfect Location| Free Pkg,513841947,Alex,,78704,30.25598179037757,-97.74901434322938,Entire home/apt,73,1,48,2024-05-27,2.83,14,312,29,
809364805350339917,SOCO Park view | The Perfect Location | Free Pkg,513841947,Alex,,78704,30.257537550180196,-97.74830785986308,Entire home/apt,71,1,79,2024-05-26,4.61,14,356,50,
809365009367088583,SOCO Urban Nest | The Perfect Location | Free Pkg,513841947,Alex,,78704,30.25738,-97.74878,Entire home/apt,73,1,61,2024-05-29,3.56,14,353,40,
809415736363049513,Award-Winning Architectural Gem in Travis Heights,710253,Aydin,,78704,30.24685,-97.74231,Entire home/apt,219,3,3,2024-04-17,0.39,1,176,3,
809425473813549519,Clarksville Loft,24328993,Matt,,78703,30.2744999,-97.7557527,Entire home/apt,101,2,84,2024-06-09,5.03,5,252,53,
809521118643862790,Resort Style Pool House,65953824,Ally,,78702,30.258367722368604,-97.73394837376145,Entire home/apt,227,2,64,2024-05-30,4.01,11,70,49,
809541568258232192,New Lux Home 5bd/5ba with Pool & Hot Tub,10547896,John,,78746,30.28001290688433,-97.80301945965718,Entire home/apt,743,2,23,2024-06-02,1.50,1,76,19,
809661005374137545,Lovely European-Mod Cottage 10 Miles From Downtown,113529156,Katy Rose,,78748,30.17962411546687,-97.82651968234637,Entire home/apt,256,2,28,2024-05-31,1.75,1,186,17,
809719045420517324,Master King Room W/ Ensuite Bath - 8 Min. To DT,440211958,Nicolette,,78741,30.235860527739685,-97.73142222315073,Private room,75,1,85,2024-06-16,5.01,5,362,62,
809727357076230029,Writer’s Retreat in Austin,151146924,Toan And Nhi,,78730,30.3628774,-97.7975443,Entire home/apt,72,3,10,2024-04-22,0.67,2,364,7,
809802599255701711,"Modern, Bright & Cozy ~10 min to Domain & Downtown",363792914,Steven,,78754,30.375783083000044,-97.65026869235263,Entire home/apt,234,3,33,2024-05-29,2.20,2,141,24,
809904704470068449,@ Marbella Lane - Amazing 4BR Lakeview Home,243785112,Christine,,78724,30.25635341625105,-97.5859117716494,Entire home/apt,144,2,19,2024-06-03,1.22,1,347,14,
810024680551436523,Swanky 1BR in Awesome Austin (3),75178250,S N,,78701,30.270565839935333,-97.74774105823482,Entire home/apt,305,3,0,,,6,90,0,
810030899385499503,Hang Out in Awesome Austin (2),75178250,S N,,78701,30.2705924597576,-97.74707343027089,Private room,310,3,0,,,6,90,0,
810083216164184536,Designer Couples Oasis by Soco | Parking | Near DT,34116171,Bashar,,78704,30.226313548499846,-97.75587224231165,Entire home/apt,80,1,141,2024-06-12,8.49,4,341,99,
810215293285236225,You Had Me @ Hello | Stylish Charming Bungalow,410169720,Jason,,78741,30.237330511547082,-97.69635185053521,Entire home/apt,69,1,110,2024-06-16,6.47,11,343,74,
810392778889069243,Spacious 5 Bedroom (8 Bed) / 4 Bath Retreat,97701606,Mathew,,78753,30.39655494661949,-97.65640150755644,Entire home/apt,240,4,17,2024-06-07,1.25,1,315,14,
810398210662861930,Camp Salina,174012440,Amy,,78702,30.2750502,-97.72105900000001,Entire home/apt,139,2,53,2024-04-28,3.29,1,73,34,
810412472361635377,Stylish~Cozy>1BR@SoLa>DT 5min,452920080,Silicon,,78704,30.237747849595106,-97.78566914321594,Entire home/apt,80,1,60,2024-06-14,3.55,5,356,42,
810435958333735344,Guest Apartment with fresh eggs,53416615,Jamie,,78737,30.21856,-97.95258,Entire home/apt,,1,0,,,1,0,0,
810767849304342790,Cozy Corporate Housing 4 BR|Near Tesla,277983957,Vacay,,78724,30.259414419613478,-97.57725445433282,Entire home/apt,200,2,6,2024-03-07,0.97,13,0,6,
810768288164147284,Cozy 1B1B @ SoLA~5min to DT,452920080,Silicon,,78704,30.237891990829162,-97.78713477050033,Entire home/apt,75,1,34,2024-05-20,2.15,5,356,26,
810796656917828375,Central East Austin 2-Bed Bungalow by Stay Wild,10854066,Stacey,,78702,30.264340366854018,-97.71873862002397,Entire home/apt,,2,4,2023-04-09,0.26,1,0,0,
810918320085394882,"Modern Stay, Steps to Zilker",29188684,Megan,,78704,30.257228618031796,-97.77233790948742,Entire home/apt,405,2,1,2023-10-09,0.12,1,343,1,
810949002253487581,Modern 2BR Near UT | Hyde Park | Evonify,274552333,Evonify,,78751,30.30229387788738,-97.73379545216856,Entire home/apt,64,1,63,2024-06-01,3.73,113,352,36,
810962184737189701,East Austin Home - 2 Bedroom|Large Backyard,114422088,French Cowboys Management,,78702,30.26347543260245,-97.70916578023667,Entire home/apt,211,2,36,2024-05-19,2.32,36,326,32,
811011008909707144,Riverside Oasis (Downtown),14276542,Roberto,,78741,30.2414963,-97.7235841,Entire home/apt,,1,4,2023-02-17,0.24,1,0,0,
811063288447965179,Stylish Studio | Downtown | Evonify,274552333,Evonify,,78703,30.27872,-97.75737,Entire home/apt,62,1,23,2024-06-11,1.37,113,335,19,
811066389849846508,Private Tiny Home; Central ATX ; 5 miles downtown,45815628,Victoria,,78756,30.31742982981741,-97.73846226505127,Entire home/apt,165,3,11,2024-04-22,0.71,1,149,8,
811067341693795870,Fabulous Austin Musician's Pad,80325132,Joanna,,78749,30.231125,-97.872118,Entire home/apt,75,30,1,2024-03-05,0.28,1,119,1,
811148816301434481,Relaxing/Pool/Spacious 4BR/4BA Close to Everything,477499127,Drew,,78741,30.236829392891476,-97.711213280872,Entire home/apt,118,1,55,2024-06-10,3.35,9,325,43,
811152728197211831,Spacious/Modern 4Bd/4Ba,477499127,Drew,,78741,30.236536348321902,-97.71315972270483,Entire home/apt,107,1,55,2024-05-22,3.44,9,347,38,
811154636754995673,4Bd/Br Close to Everything,477499127,Drew,,78741,30.23490657100803,-97.71156736376993,Entire home/apt,128,1,50,2024-06-03,3.07,9,330,34,
811468853800881584,Rooftop Deck | 5 mins to downtown,447606169,Grand Welcome Austin And Highland Lakes,,78702,30.27325,-97.71819,Entire home/apt,86,1,21,2024-06-01,1.37,44,298,18,
811583870136593631,Charming and Cozy Hyde Park Gem,42511447,Sabrina,,78751,30.303296150053637,-97.72093884578707,Entire home/apt,,2,10,2023-10-22,0.80,2,0,7,
811699236089274776,"Sunny 2BR with Deck & Yard, Quiet Neighborhood",12909244,Michael,,78741,30.232678483765035,-97.71053590437923,Entire home/apt,,1,43,2024-01-01,2.55,1,0,17,
811766604883721670,New Lake Travis Retreat Home | Mt View | 3 bd 3 ba,105472658,Trent,,78734,30.39444899999999,-97.9219188,Entire home/apt,193,1,45,2024-06-16,5.21,1,311,45,
811801725230395829,Luxury Apartment on Town Lake,30795848,Hayden,,78704,30.2647222,-97.76212,Entire home/apt,,3,1,2023-10-16,0.12,1,0,1,
811858041118629735,understated condo + workstation,19611460,Wesley,,78745,30.22623031982943,-97.80450180487023,Entire home/apt,101,30,3,2024-04-30,0.19,2,138,1,
811992343245221083,Modern Stocked 1BR Minutes from Downtown!,497856880,Darius,,78705,30.29969906392998,-97.73361121920347,Entire home/apt,206,1,31,2023-09-04,2.31,1,137,21,
812204756277485434,Austin Guesthouse Studio,16260927,John,,78744,30.1903547,-97.7475614,Entire home/apt,75,30,7,2024-05-12,0.54,1,190,6,
812341806053139725,The Farm House,40810777,Michelle,,78737,30.20092,-97.93215,Entire home/apt,184,2,31,2024-06-09,1.86,2,345,25,
812354613613891316,"New Home next to Tesla Giga, COTA & Airport",35514772,Jay,,78725,30.2326947,-97.58452609999999,Entire home/apt,86,3,42,2024-06-03,2.89,1,155,38,
812362210069352185,Cozy little get away,282320174,Chris,,78729,30.449867958123722,-97.74804441943579,Private room,57,1,0,,,1,89,0,
812391773815297592,*Dock | Sleeps 9 - WalkerVR Stairway to Heaven,15864252,Walker Luxury Vacation,,78730,30.33548180901057,-97.82167077727391,Entire home/apt,263,1,11,2023-10-26,0.69,16,312,3,
812393572985510339,Brand New Contemporary Charmer,4412890,Jordan,,78731,30.3226269,-97.7484819,Entire home/apt,996,3,12,2024-06-09,0.78,1,131,8,
812430634530133743,Austin Studio - Great Location!,240078487,Steven,,78701,30.27264717371861,-97.74845232276732,Entire home/apt,301,2,2,2024-03-16,0.13,9,69,1,
812448064577512168,Hill country retreat,497972537,Terry,,78737,30.19771,-97.97423,Private room,900,2,0,,,1,269,0,
812524383267740983,El Santuario Primitive Camp Grounds,497990558,Mara,,78719,30.15865889810043,-97.69124293593396,Entire home/apt,35,1,0,,,3,229,0,
812547454823800784,Quiet South Austin Room,4235374,Arielle,,78748,30.177754058579886,-97.81066152263709,Private room,28,31,1,2024-05-07,0.70,1,124,1,
812632376379272634,Trendy~1BR in SoLa|5min to DT,452920080,Silicon,,78704,30.23801,-97.78554,Entire home/apt,85,2,40,2024-05-31,2.52,5,358,29,
813139795405307933,Backyard Guesthouse in Central Austin. MCM style.,201817588,Peter,,78703,30.272946722268877,-97.75786734399331,Entire home/apt,126,2,70,2024-06-03,4.34,1,135,42,
813145767829712071,Stylish 1BR | Zilker | Evonify,274552333,Evonify,,78704,30.250818058715453,-97.7727723143647,Entire home/apt,59,1,48,2024-06-04,3.10,113,355,44,
813151313248929906,Stylish 1BR | Zilker | Evonify,274552333,Evonify,,78704,30.25081,-97.77284,Entire home/apt,98,1,26,2024-05-31,1.58,113,355,14,
813172696037609639,Entire Duplex in South Austin,485945787,Rachel,,78745,30.19777,-97.80798,Entire home/apt,559,1,11,2024-06-10,0.68,1,263,8,
813178943114146996,Modern~comfortable 1BR apt~Gym~Pool,452920080,Silicon,,78704,30.23949200782049,-97.78605042684255,Entire home/apt,80,1,44,2024-06-05,2.63,5,361,30,
813340242437237345,Mid-Century Austin Escape!,55885216,Cannon,,78705,30.301600318416277,-97.74136190110228,Entire home/apt,85,1,65,2024-06-10,3.92,9,359,38,
813600034681791216,"Blueground | Barton Springs, gym & pool, nr lake",107434423,Blueground,,78704,30.2647789,-97.7621308,Entire home/apt,99,31,0,,,121,277,0,
813655266751533814,The Austin Vacation,44664003,Tobin,,78704,30.244126554074725,-97.77439242018526,Entire home/apt,78,3,36,2024-06-04,2.24,7,136,21,
813675173325908460,The Backyard Chateau!,1246229,Elizabeth,,78702,30.254322543597006,-97.72578044240824,Entire home/apt,39,1,65,2024-05-25,3.88,4,5,45,
813711378507210342,Perfect Retreat + Pool + Cedar Hot Tub + Sleeps 12,6256882,Portoro,,78736,30.230389,-97.946408,Entire home/apt,249,3,43,2024-05-19,2.70,3,13,26,
813746697775011094,Charming 3BR Central Austin House,498246940,Saavan,,78723,30.3095156,-97.6945587,Entire home/apt,181,2,35,2024-06-02,2.29,1,59,25,
813781649970428286,Peaceful Private Room in Austin - Master BR w/bath,163338885,Jason,,78741,30.22537,-97.74253,Private room,55,2,21,2024-06-09,1.37,1,135,18,
813791098344850963,Magnolia Tiny Home at Community Inn,15621214,Katie At Community First Village,,78724,30.28218,-97.6233,Entire home/apt,100,1,15,2023-10-23,0.93,15,349,6,
813931248947307587,New Fully Remodeled House -Pet Friendly!,295863367,Rago Properties,,78744,30.19158111988633,-97.7456191590949,Entire home/apt,150,1,49,2024-06-02,3.02,1,294,26,
813945042274346008,Spacious 2 BR in Central Austin,476732130,David,,78704,30.246238110173465,-97.78378561646858,Entire home/apt,444,2,13,2024-06-14,1.75,4,63,13,
814018711173929812,Cozy modern house - Near SXSW and other events,497265842,Getzael,,78744,30.17931,-97.75737,Entire home/apt,211,1,22,2024-06-09,1.76,1,290,20,
814388864056047575,Stylish SoCo Condo with Resort Pool,18580382,Megan,,78704,30.243478488890105,-97.75303702776901,Entire home/apt,240,30,0,,,1,263,0,
814397479392128313,Cozy room with private bath,395452519,Dayo,,78723,30.296292114519463,-97.69723268673482,Private room,65,2,21,2024-04-02,1.30,1,349,11,
814411907416492291,House in Zilker neighborhood near downtown,44268331,Patrick,,78704,30.25270219698488,-97.76846707094083,Entire home/apt,270,9,7,2024-05-19,0.83,1,47,7,
814513361943510175,Key to Austin Dreamland,18153980,Kristine,,78745,30.229142849223507,-97.79331878634139,Entire home/apt,92,1,29,2024-05-31,1.82,8,344,17,
814673647923084366,Hip and Stylish Downtown Stay  (2bd + office),5419445,Medea,,78741,30.237803870279464,-97.73543201320757,Entire home/apt,468,3,7,2024-04-09,0.43,1,163,3,
815101340689376525,Renovated. 10 min from Downtown/Zilker (4 guests),2960007,Leo,,78746,30.2723904,-97.816167,Entire home/apt,400,3,7,2024-04-09,0.45,1,364,2,
815210268859707284,Zen Lookout East Austin - 2.5 Miles to Downtown,38711511,Dan,,78702,30.272926,-97.704427,Entire home/apt,152,3,14,2023-10-16,1.08,1,73,11,
815249261985521659,Private room & bathroom,498566746,Marco,,78759,30.412109176885984,-97.74955243214843,Private room,50,1,3,2023-08-15,0.23,1,251,1,
815390984969585238,"Pato’s House! 2 Airport, Tesla, Cota",115195481,Patrizio,,78725,30.23088,-97.584,Private room,40,2,70,2024-05-27,4.49,3,144,46,
815413398248300256,"Luxury Austin Oasis! Big Heated Pool, Gym, & Games",90258219,David,,78704,30.235023092937414,-97.77062070003966,Entire home/apt,825,2,66,2024-06-03,4.19,2,235,42,
815451622573275410,Peaceful Luxury Casita · 12 min > Downtown · Yard!,3628109,Erin,,78745,30.203148171376466,-97.83532521957397,Entire home/apt,106,2,83,2024-06-10,5.03,3,329,59,
815860034970107675,Chic SoCo apt! Walkable!,17305495,Ashley,,78704,30.2518368,-97.7482366,Entire home/apt,108,2,3,2024-03-14,0.19,1,81,2,
815868083661634935,Heated Pool/Spa/BBQ/Foosball/Arcade/Domain,103821352,May,,78727,30.41869,-97.69222,Entire home/apt,420,3,55,2024-05-29,3.35,3,290,40,
815887785161977510,"1 bd condo, 1/2 mile to Ausitn downtown/lake & WFH",498712591,Hosheng,,78704,30.25633136529557,-97.75290994766071,Entire home/apt,100,30,3,2024-05-11,0.20,1,254,2,
815888889001872689,Pet-Friendly Austin Home w/ Private Hot Tub!,456475914,Evolve,,78734,30.41466,-97.91862,Entire home/apt,,30,1,2023-06-30,0.08,60,0,1,
815899193453623862,Queen Bedroom A in #915: North University,438915596,Nikolina,,78705,30.30071071980737,-97.73857430326368,Private room,48,30,0,,,27,229,0,
815899217406658003,Queen Bedroom E in #879: Cherrywood and Mueller,438915596,Nikolina,,78723,30.29196913501911,-97.70715749888792,Private room,46,30,0,,,27,291,0,
815932122461831847,Studio Deluxe in Downtown Austin,137406917,Anjali,,78701,30.272042053121975,-97.74840807990691,Private room,,2,3,2023-10-23,0.19,4,261,1,
815993164386463110,"Summer rental, next to Ramsey park - Rosedale.",476857969,Roberto,,78756,30.315479,-97.743559,Entire home/apt,350,15,0,,,1,193,0,
815994529130312701,Comfy~1BR in SoLa/5min to DT/free parking,452920080,Silicon,,78704,30.239916417731422,-97.78563247625816,Entire home/apt,85,1,21,2023-09-29,1.28,5,318,10,
816002027108903253,Iconic luxury SoCo home and additional guest house,460580256,Anna,,78704,30.24437165373948,-97.74833100671141,Entire home/apt,982,2,8,2024-05-19,0.54,7,86,7,
816002606808543407,Private and peaceful oasis 15 min walk to Soco,94217725,Cindy,,78704,30.248139,-97.740614,Entire home/apt,195,3,7,2024-04-10,0.45,1,66,4,
816013391378010444,Luxury MCM Stay | Big Group | Fire Pit | 4 Suites,498751328,Be Here Now ATX,,78702,30.253745485530814,-97.70369970923028,Entire home/apt,272,1,45,2024-06-11,3.14,2,79,40,
816074855049013602,3/2 with tons of amenities.,384575775,Sara,,78705,30.29337,-97.7208,Entire home/apt,257,30,0,,,1,365,0,
816111563081891424,Central ATX Hyde Park Magic Room,38670326,Johnny,,78751,30.308967750627847,-97.71371082454333,Private room,103,2,1,2023-03-14,0.06,2,364,0,
816150861879658019,Central Austin Happy Camper,38670326,Johnny,,78751,30.308558716786603,-97.71454323126643,Private room,,1,1,2023-03-19,0.07,2,89,0,
816154914841030048,Custom Built Home 4MI From Downtown w/ Fenced Yard,47069542,Alaina,,78741,30.2352742,-97.6923418,Entire home/apt,87,28,2,2023-10-22,0.24,2,215,2,
816325201836858392,"Domain Hidden Gem 2BR,2BA W/Fireplace Suite B",435920743,Adam,,78758,30.4103811,-97.700835,Entire home/apt,110,1,76,2024-06-14,4.54,3,0,48,
816605159385035889,Cozy & Convenient Modern Guesthouse,30285766,Kelly,,78703,30.27778401875647,-97.75201693100996,Entire home/apt,189,3,19,2024-05-12,1.23,1,352,12,
816649866175674785,Convenient 2Bd/2.5Bath Home,101217540,Jonathan,,78741,30.231416520170544,-97.71820677737207,Entire home/apt,72,60,2,2023-09-04,0.16,1,107,1,
816683245388407893,Zilker Garage Apartment - Cosette!,118565935,Renters Club,,78704,30.26016075708212,-97.78240972124159,Entire home/apt,142,1,19,2024-05-27,1.17,68,263,13,
816923188641446528,Master Bedroom | Ensuite Bath | Designer Home,72483388,Nicole,,78744,30.16039046696258,-97.7800022217811,Private room,65,3,0,,,2,174,0,
817013633667846401,"Private Room & Bath in Central, Designer Home",72483388,Nicole,,78744,30.160818933657207,-97.78009340859097,Private room,60,3,3,2023-07-03,0.20,2,88,2,
817206359190577608,Dragonfly Art Farm,88977899,Julie,,78748,30.18176008371412,-97.7891400110611,Entire home/apt,271,1,28,2023-08-27,1.72,2,137,6,
817221271773290014,2 BR Lux Panoramic View | Rainey,28369509,One Fine BnB,,78701,30.257399692902787,-97.73974794085377,Entire home/apt,243,1,60,2024-06-07,3.80,10,305,48,
817316136680367954,"Luxe Private Pool, Hot Tub, NEW Summer Rates!",138398089,GuestSpaces,,78741,30.23228,-97.73937,Entire home/apt,672,3,25,2024-05-27,1.58,26,313,19,
817346486310857868,Unwind in this 1BR with Large Balcony*Pool,428967682,H & H,,78744,30.180533275770028,-97.7718065697705,Entire home/apt,121,2,14,2024-06-03,0.98,3,84,11,
817396213669418809,"Stylish, luxury home with heated pool and fire pit",16143965,Samuel,,78745,30.224013,-97.787659,Entire home/apt,3624,1,14,2023-09-11,0.93,1,365,6,
817431374887129460,Cozy Austin Home w/ Yard: Near Downtown!,456475914,Evolve,,78729,30.44674,-97.76232,Entire home/apt,150,2,9,2024-04-14,0.57,60,356,7,
817437430436898695,Hip Retreat a few min from DT,9929202,Natalie,,78702,30.2747747,-97.7186521,Entire home/apt,200,2,11,2024-06-02,1.37,1,89,11,
817570922585467717,Modern Swede Hill w Pool,34399,Chris,,78702,30.27536,-97.72945,Entire home/apt,350,31,0,,,1,278,0,
817925256225167162,Incredible View Of  Downtown | Walk To Rainey St.,28369509,One Fine BnB,,78701,30.25734114105296,-97.738205382198,Entire home/apt,270,1,78,2024-06-11,4.96,10,310,62,
817978656655934635,"Modern home on town lake, only 2 miles to downtown",65614108,Nils,,78702,30.252249125538913,-97.7153706577286,Entire home/apt,,30,2,2023-10-11,0.17,1,0,2,
818179451948515973,Cozy getaway in the heart of ATX (A),433622295,Samuel,,78703,30.2769971242825,-97.75677290203406,Entire home/apt,199,2,32,2024-05-12,1.96,3,42,22,
818228456972333839,"The Hills: Quiet, Spacious Gated Community w/ Pool",478009344,Austin BNB Management,,78738,30.34887,-97.9864,Entire home/apt,277,15,2,2024-05-24,0.17,15,102,2,
818238489998368555,Cozy getaway in the heart of ATX (B),433622295,Samuel,,78703,30.27836,-97.75655,Entire home/apt,,3,0,,,3,0,0,
818353760515853456,Treehouse Apartment in Austin TX,12655156,Andrew,,78745,30.222191376585478,-97.8038153227539,Entire home/apt,122,1,5,2023-07-29,0.33,1,148,1,
818781784587341459,Friendly long-term rental,394531297,Sarah,,78759,30.369926767752755,-97.74637209792733,Private room,53,14,2,2023-08-09,0.14,2,326,1,
818869319401153353,Bright long term rental,394531297,Sarah,,78759,30.37033,-97.74843,Private room,39,14,3,2024-05-16,0.30,2,304,3,
819110230930114229,Rare. Vintage. Luxe. Walk to all East Austin.,1710742,Jaclyn,,78702,30.25790673113499,-97.71700563417338,Entire home/apt,210,3,36,2024-06-03,2.16,1,317,29,
819200304449748193,Quite & private~ suite~king bed ~5min to DT~,438680036,Mercy,,78704,30.23939684906509,-97.7828981272104,Entire home/apt,84,1,47,2024-05-05,3.17,14,249,35,
819212502048349736,The Beverly “Hills” of Austin,151294097,Austin,,78750,30.374745972468755,-97.80034542021205,Entire home/apt,216,2,1,2023-08-17,0.10,2,364,1,
819488028776837995,"Beautiful, clean, and private.",66989565,Joanna,,78702,30.279027875806687,-97.70470115359505,Entire home/apt,,2,17,2024-04-07,1.05,1,0,8,
819532325677314879,Modern East Side Getaway- Walkable {NEW!},2911278,Ashley,,78702,30.257907662254144,-97.71418317611567,Entire home/apt,339,1,51,2024-05-28,3.17,11,189,33,
819755421761053177,Easy SXSW access! Central ATX Oasis w/ Pool View,182618168,Lisa,,78703,30.28448832154154,-97.76612391981784,Entire home/apt,200,2,36,2024-06-16,2.32,2,218,24,
820342298329257315,Pepe house,498927229,Jose,,78748,30.181745078544896,-97.83174048289578,Private room,121,1,0,,,1,365,0,
